SUBSTANCIA;CNPJ;LABORATORIO;APRESENTACAO;REGIME_DE_PRECO;PRECO_SEM_IMPOSTOS;TARJA
MIRTAZAPINA;72.593.791/0001-11;NOVA QUIMICA FARMAC_UTICA S/A;45 MG COM ORODISP CT BL AL AL X 30;Regulado;157.13;Tarja Vermelha
MIRTAZAPINA;56.994.502/0001-30;NOVARTIS BIOCIENCIAS S.A;30 MG COM REV CT BL AL PLAS TRANS X 28;Regulado;94.79;Tarja Preta (*)
MIRTAZAPINA;56.994.502/0001-30;NOVARTIS BIOCIENCIAS S.A;45 MG COM REV CT BL AL PLAS TRANS X 28;Regulado;135.13;Tarja Vermelha (*)
MIRTAZAPINA;45.992.062/0001-65;GERMED FARMACEUTICA LTDA;15 MG COM ORODISP CT BL AL AL X 30;Regulado;55.24;Tarja Vermelha (*)
MIRTAZAPINA;45.992.062/0001-65;GERMED FARMACEUTICA LTDA;30 MG COM ORODISP CT BL AL  AL X 30;Regulado;110.52;Tarja Vermelha (*)
MIRTAZAPINA;45.992.062/0001-65;GERMED FARMACEUTICA LTDA;45 MG COM ORODISP CT BL AL AL X 30;Regulado;157.13;Tarja Vermelha (*)
MIRTAZAPINA;56.994.502/0001-30;NOVARTIS BIOCIENCIAS S.A;15 MG COM ORODISP CT BL AL/AL X 28;Regulado;44.59;Tarja Vermelha (*)
MIRTAZAPINA;57.507.378/0003-65;EMS S/A;15 MG COM ORODISP CT BL AL AL X 30;Regulado;55.24;Tarja Vermelha (*)
MIRTAZAPINA;57.507.378/0003-65;EMS S/A;30 MG COM ORODISP CT BL AL  AL X 30;Regulado;110.52;Tarja Vermelha (*)
MIRTAZAPINA;57.507.378/0003-65;EMS S/A;45 MG COM ORODISP CT BL AL AL X 30;Regulado;157.13;Tarja Vermelha (*)
MIRTAZAPINA;05.044.984/0001-26;LEGRAND PHARMA IND_STRIA FARMAC_UTICA LTDA;15 MG COM ORODISP CT BL AL AL X 30;Regulado;55.24;Tarja Vermelha (*)
MIRTAZAPINA;05.044.984/0001-26;LEGRAND PHARMA IND_STRIA FARMAC_UTICA LTDA;30 MG COM ORODISP CT BL AL  AL X 30;Regulado;110.52;Tarja Vermelha (*)
MIRTAZAPINA;05.044.984/0001-26;LEGRAND PHARMA IND_STRIA FARMAC_UTICA LTDA;45 MG COM ORODISP CT BL AL AL X 30;Regulado;157.13;Tarja Vermelha
MIRTAZAPINA;04.301.884/0001-75;AUROBINDO PHARMA IND_STRIA FARMAC_UTICA LIMITADA;30 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 10;Regulado;31.7;Tarja Vermelha (*)
MIRTAZAPINA;04.301.884/0001-75;AUROBINDO PHARMA IND_STRIA FARMAC_UTICA LIMITADA;45 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 14;Regulado;62.33;Tarja Vermelha (*)
MIRTAZAPINA;04.301.884/0001-75;AUROBINDO PHARMA IND_STRIA FARMAC_UTICA LIMITADA;45 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 28;Regulado;124.66;Tarja Vermelha (*)
MIRTAZAPINA;04.301.884/0001-75;AUROBINDO PHARMA IND_STRIA FARMAC_UTICA LIMITADA;45 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 70;Regulado;311.66;Tarja Vermelha (*)
MIRTAZAPINA;04.301.884/0001-75;AUROBINDO PHARMA IND_STRIA FARMAC_UTICA LIMITADA;45 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 210;Regulado;934.98;Sem Informa__es de tarja (*)
MIRTAZAPINA;04.301.884/0001-75;AUROBINDO PHARMA IND_STRIA FARMAC_UTICA LIMITADA;45 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 10;Regulado;44.52;Tarja Vermelha (*)
MIRTAZAPINA;04.301.884/0001-75;AUROBINDO PHARMA IND_STRIA FARMAC_UTICA LIMITADA;45 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 140;Regulado;623.32;Tarja Vermelha (*)
MIRTAZAPINA;04.301.884/0001-75;AUROBINDO PHARMA IND_STRIA FARMAC_UTICA LIMITADA;45 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 280;Regulado;1246.64;Tarja Vermelha (*)
MIRTAZAPINA;04.301.884/0001-75;AUROBINDO PHARMA IND_STRIA FARMAC_UTICA LIMITADA;30 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 14;Regulado;44.91;Tarja Vermelha (*)
MIRTAZAPINA;04.301.884/0001-75;AUROBINDO PHARMA IND_STRIA FARMAC_UTICA LIMITADA;30 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 28;Regulado;87.69;Tarja Vermelha (*)
MIRTAZAPINA;04.301.884/0001-75;AUROBINDO PHARMA IND_STRIA FARMAC_UTICA LIMITADA;30 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 140;Regulado;438.47;Tarja Vermelha (*)
MIRTAZAPINA;04.301.884/0001-75;AUROBINDO PHARMA IND_STRIA FARMAC_UTICA LIMITADA;30 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 210;Regulado;657.71;Sem Informa__es de tarja (*)
MIRTAZAPINA;04.301.884/0001-75;AUROBINDO PHARMA IND_STRIA FARMAC_UTICA LIMITADA;30 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 280;Regulado;876.95;Tarja Vermelha (*)
MIRTAZAPINA;04.301.884/0001-75;AUROBINDO PHARMA IND_STRIA FARMAC_UTICA LIMITADA;30 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 70;Regulado;219.23;Tarja Vermelha (*)
MIRTAZAPINA;04.301.884/0001-75;AUROBINDO PHARMA IND_STRIA FARMAC_UTICA LIMITADA;30 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 30;Regulado;95.77;Tarja Vermelha (*)
MIRTAZAPINA;61.286.647/0001-16;SANDOZ DO BRASIL IND_STRIA FARMAC_UTICA LTDA;30 MG COM REV CT BL AL PLAS TRANS X 14;Regulado;33.68;Tarja Vermelha (*)
MIRTAZAPINA;61.286.647/0001-16;SANDOZ DO BRASIL IND_STRIA FARMAC_UTICA LTDA;45 MG COM REV CT BL AL PLAS TRANS X 28;Regulado;103.9;Tarja Vermelha
MIRTAZAPINA;61.286.647/0001-16;SANDOZ DO BRASIL IND_STRIA FARMAC_UTICA LTDA;30 MG COM REV CT BL AL PLAS TRANS X 14;Regulado;66.95;Tarja Vermelha (*)
MIRTAZAPINA;61.286.647/0001-16;SANDOZ DO BRASIL IND_STRIA FARMAC_UTICA LTDA;30 MG COM REV CT BL AL PLAS TRANS X 28;Regulado;137.51;Tarja Vermelha (*)
MIRTAZAPINA;61.286.647/0001-16;SANDOZ DO BRASIL IND_STRIA FARMAC_UTICA LTDA;45 MG COM REV CT BL AL PLAS TRANS X 28;Regulado;195.49;Tarja Vermelha (*)
MIRTAZAPINA;61.286.647/0001-16;SANDOZ DO BRASIL IND_STRIA FARMAC_UTICA LTDA;30 MG COM REV CT BL AL PLAS TRANS X 7;Regulado;16.83;Tarja Vermelha
MIRTAZAPINA;03.560.974/0001-18;SCHERING-PLOUGH IND_STRIA FARMAC_UTICA LTDA;15 MG COM ORODISPERSIVEIS CT BL AL X 30;Regulado;84.99;Tarja Preta
MIRTAZAPINA;03.560.974/0001-18;SCHERING-PLOUGH IND_STRIA FARMAC_UTICA LTDA;30 MG COM ORODISPERSIVEIS CT BL AL X 30;Regulado;170.03;Tarja Preta
MIRTAZAPINA;03.560.974/0001-18;SCHERING-PLOUGH IND_STRIA FARMAC_UTICA LTDA;45 MG COM ORODISPERSIVEIS CT  BL AL X 30_;Regulado;241.73;Tarja Preta
MIRTAZAPINA;33.078.528/0001-32;TORRENT DO BRASIL LTDA;30 MG COM REV CT BL AL/AL X 30;Regulado;150.62;Tarja Vermelha
MIRTAZAPINA;33.078.528/0001-32;TORRENT DO BRASIL LTDA;45 MG COM REV CT BL AL/AL X 30;Regulado;214.15;Tarja Vermelha (*)
MIRTAZAPINA;33.078.528/0001-32;TORRENT DO BRASIL LTDA;30 MG COM REV CT BL AL/AL X 10;Regulado;50.16;Tarja Vermelha (*)
MIRTAZAPINA;73.856.593/0001-66;PRATI DONADUZZI & CIA LTDA;30 MG COM REV CT BL AL PLAS PVC TRANS X 300;Regulado;1412.27;Tarja Vermelha (*)
MIRTAZAPINA;73.856.593/0001-66;PRATI DONADUZZI & CIA LTDA;30 MG COM REV CT BL AL PLAS PVC TRANS X 500;Regulado;2353.78;Tarja Vermelha (*)
MIRTAZAPINA;73.856.593/0001-66;PRATI DONADUZZI & CIA LTDA;30 MG COM REV CT BL AL PLAS PVDC TRANS X 15;Regulado;70.61;Tarja Vermelha (*)
MIRTAZAPINA;73.856.593/0001-66;PRATI DONADUZZI & CIA LTDA;30 MG COM REV CT BL AL PLAS PVDC TRANS X 30;Regulado;141.22;Tarja Vermelha (*)
MIRTAZAPINA;73.856.593/0001-66;PRATI DONADUZZI & CIA LTDA;30 MG COM REV CT BL AL PLAS PVDC TRANS X 100;Regulado;470.75;Tarja Vermelha (*)
MIRTAZAPINA;73.856.593/0001-66;PRATI DONADUZZI & CIA LTDA;30 MG COM REV CT BL AL PLAS PVDC TRANS X 300;Regulado;1412.27;Tarja Vermelha (*)
MIRTAZAPINA;73.856.593/0001-66;PRATI DONADUZZI & CIA LTDA;30 MG COM REV CT BL AL PLAS PVDC TRANS X 500;Regulado;2353.78;Tarja Vermelha (*)
MIRTAZAPINA;73.856.593/0001-66;PRATI DONADUZZI & CIA LTDA;45 MG COM REV CT BL AL PLAS PVC TRANS X 30;Regulado;200.76;Tarja Vermelha
MIRTAZAPINA;73.856.593/0001-66;PRATI DONADUZZI & CIA LTDA;45 MG COM REV CT BL AL PLAS PVC TRANS X 100;Regulado;669.2;Tarja Vermelha (*)
MIRTAZAPINA;73.856.593/0001-66;PRATI DONADUZZI & CIA LTDA;45 MG COM REV CT BL AL PLAS PVC TRANS X 300;Regulado;2007.63;Tarja Vermelha (*)
MIRTAZAPINA;73.856.593/0001-66;PRATI DONADUZZI & CIA LTDA;45 MG COM REV CT BL AL PLAS PVC TRANS X 500;Regulado;3346.06;Tarja Vermelha (*)
MIRTAZAPINA;73.856.593/0001-66;PRATI DONADUZZI & CIA LTDA;45 MG COM REV CT BL AL PLAS PVDC TRANS X 15;Regulado;100.38;Tarja Vermelha (*)
MIRTAZAPINA;73.856.593/0001-66;PRATI DONADUZZI & CIA LTDA;45 MG COM REV CT BL AL PLAS PVDC TRANS X 30;Regulado;200.76;Tarja Vermelha (*)
MIRTAZAPINA;73.856.593/0001-66;PRATI DONADUZZI & CIA LTDA;45 MG COM REV CT BL AL PLAS PVDC TRANS X 100;Regulado;669.2;Tarja Vermelha (*)
MIRTAZAPINA;73.856.593/0001-66;PRATI DONADUZZI & CIA LTDA;45 MG COM REV CT BL AL PLAS PVDC TRANS X 300;Regulado;2007.63;Tarja Vermelha (*)
MIRTAZAPINA;73.856.593/0001-66;PRATI DONADUZZI & CIA LTDA;45 MG COM REV CT BL AL PLAS PVDC TRANS X 500;Regulado;3346.06;Tarja Vermelha
MIRTAZAPINA;73.856.593/0001-66;PRATI DONADUZZI & CIA LTDA;30 MG COM REV CT BL AL PLAS PVC TRANS X 15;Regulado;70.61;Tarja Vermelha (*)
MIRTAZAPINA;73.856.593/0001-66;PRATI DONADUZZI & CIA LTDA;45 MG COM REV CT BL AL PLAS PVC TRANS X 15;Regulado;100.38;Tarja Vermelha (*)
MIRTAZAPINA;73.856.593/0001-66;PRATI DONADUZZI & CIA LTDA;30 MG COM REV CT BL AL PLAS PVC TRANS X 30;Regulado;141.22;Tarja Vermelha (*)
MIRTAZAPINA;73.856.593/0001-66;PRATI DONADUZZI & CIA LTDA;30 MG COM REV CT BL AL PLAS PVC TRANS X 100;Regulado;470.75;Tarja Vermelha (*)
MIRTAZAPINA;04.301.884/0001-75;AUROBINDO PHARMA IND_STRIA FARMAC_UTICA LIMITADA;30 MG COM ORODISP CT BL AL/AL X 10_;Regulado;51.98;Tarja Vermelha (*)
MIRTAZAPINA;04.301.884/0001-75;AUROBINDO PHARMA IND_STRIA FARMAC_UTICA LIMITADA;45 MG COM ORODISP CT BL AL/AL X 10;Regulado;73.87;Tarja Vermelha
MIRTAZAPINA;33.078.528/0001-32;TORRENT DO BRASIL LTDA;30 MG COM REV CT BL AL/AL X 30;Regulado;91.02;Tarja Vermelha (*)
MIRTAZAPINA;33.078.528/0001-32;TORRENT DO BRASIL LTDA;45 MG COM REV CT BL AL/AL X 30;Regulado;129.4;Tarja Vermelha (*)
MIRTAZAPINA;33.078.528/0001-32;TORRENT DO BRASIL LTDA;30 MG COM REV CT BL AL/AL X 10;Regulado;30.34;Tarja Vermelha (*)
MIRTAZAPINA;33.078.528/0001-32;TORRENT DO BRASIL LTDA;45 MG COM REV CT BL AL/AL X 10;Regulado;43.13;Tarja Vermelha (*)
MIRTAZAPINA;05.161.069/0001-10;BRAINFARMA IND_STRIA QU_MICA E FARMAC_UTICA S.A;15 MG COM ORODISP CT BL AL/AL X 30;Regulado;55.24;Tarja Vermelha (*)
MIRTAZAPINA;05.161.069/0001-10;BRAINFARMA IND_STRIA QU_MICA E FARMAC_UTICA S.A;30 MG COM ORODISP CT BL AL/AL X 30;Regulado;110.52;Tarja Vermelha (*)
MIRTAZAPINA;05.161.069/0001-10;BRAINFARMA IND_STRIA QU_MICA E FARMAC_UTICA S.A;45 MG COM ORODISP CT BL AL/AL X 30;Regulado;157.12;Sem Informa__es de tarja (*)
MIRTAZAPINA;33.078.528/0001-32;TORRENT DO BRASIL LTDA;15 MG COM ORODISP CT BL AL/AL X 6;Regulado;14.79;Tarja Vermelha (*)
MIRTAZAPINA;33.078.528/0001-32;TORRENT DO BRASIL LTDA;15 MG COM ORODISP CT BL AL/AL X 10_;Regulado;24.66;Tarja Vermelha (*)
MIRTAZAPINA;33.078.528/0001-32;TORRENT DO BRASIL LTDA;30 MG COM ORODISP CT BL AL/AL X 6_;Regulado;29.6;Tarja Vermelha (*)
MIRTAZAPINA;33.078.528/0001-32;TORRENT DO BRASIL LTDA;30 MG COM ORODISP CT BL AL/AL X 10_;Regulado;49.32;Tarja Vermelha (*)
MIRTAZAPINA;33.078.528/0001-32;TORRENT DO BRASIL LTDA;45 MG COM ORODISP CT BL AL/AL X 6_;Regulado;44.39;Sem Informa__es de tarja (*)
MIRTAZAPINA;33.078.528/0001-32;TORRENT DO BRASIL LTDA;45 MG COM ORODISP CT BL AL/AL X 10;Regulado;73.98;Tarja Vermelha (*)
MIRTAZAPINA;33.078.528/0001-32;TORRENT DO BRASIL LTDA;15 MG COM ORODISP CT BL AL/AL X 30;Regulado;73.98;Tarja Vermelha (*)
MIRTAZAPINA;33.078.528/0001-32;TORRENT DO BRASIL LTDA;30 MG COM ORODISP CT BL AL/AL X 30;Regulado;147.96;Tarja Vermelha (*)
MIRTAZAPINA;33.078.528/0001-32;TORRENT DO BRASIL LTDA;45 MG COM ORODISP CT BL AL/AL X 30;Regulado;221.94;Sem Informa__es de tarja (*)
MISOPROSTOL;08.939.548/0001-03;INFAN INDUSTRIA QUIMICA FARMACEUTICA NACIONAL S/A;25 MCG COM VAG CT 10 STR AL X 10;Regulado;602.12;Tarja Vermelha
MISOPROSTOL;08.939.548/0001-03;INFAN INDUSTRIA QUIMICA FARMACEUTICA NACIONAL S/A;200 MCG COM VAG CT BL AL PLAS INC X 50;Regulado;1324.31;Tarja Vermelha
MISOPROSTOL;08.939.548/0001-03;INFAN INDUSTRIA QUIMICA FARMACEUTICA NACIONAL S/A;25 MCG COM VAG CT BL AL PLAS INC X 100;Regulado;618.86;Tarja Vermelha (*)
MISOPROSTOL;08.939.548/0001-03;INFAN INDUSTRIA QUIMICA FARMACEUTICA NACIONAL S/A;25 MCG COM VAG CT BL AL PLAS INC X 50;Regulado;309.43;Sem Informa__es de tarja (*)
MISOPROSTOL;08.939.548/0001-03;INFAN INDUSTRIA QUIMICA FARMACEUTICA NACIONAL S/A;100 MCG COM VAG CT BL AL PLAS INC X 50;Regulado;680.57;Tarja Vermelha
MITOTANO;07.591.326/0001-80;MOKSHA 8 BRASIL DISTRIBUIDORA E REPRESENTA__O DE MEDICAMENTOS LTDA.;500 MG COM CT FR PLAS OPC X 100_;Regulado;1042.41;Sem Informa__es de tarja (*)
MODAFINILA;61.230.314/0001-75;LIBBS FARMAC_UTICA LTDA;200 MG COM CT BL AL PLAS INC X 30;Regulado;151.99;Tarja Preta
MODAFINILA;61.230.314/0001-75;LIBBS FARMAC_UTICA LTDA;100 MG COM CT BL AL PLAS INC X 10_;Regulado;25.31;Tarja Preta
MODAFINILA;61.230.314/0001-75;LIBBS FARMAC_UTICA LTDA;100 MG COM CT BL AL PLAS INC X 30_;Regulado;75.99;Tarja Preta
MONOFOSFATO DE RIBOFLAVINA;04.099.395/0001-82;SANTISA LABORAT_RIO FARMAC_UTICO S/A;(4 + 1 + 2 + 20 + 3) MG/ML SOL INJ CX 100 AMP VD AMB X 2ML;Regulado;57.15;Tarja Vermelha
MONOFOSFATO DE RIBOFLAVINA S_DICA;30.222.814/0001-31;VITAMEDIC INDUSTRIA FARMACEUTICA LTDA;XPE CT FR PET AMB X 240 ML_;Liberado;20.15;Venda Livre/Sem Tarja (*)
MONONITRATO DE ISOSSORBIDA;61.150.447/0001-31;LABORAT_RIOS BALDACCI LTDA;50 MG CAP RETARD CT BL AL PLAS INC X 15;Regulado;20.62;Tarja Vermelha
MONONITRATO DE ISOSSORBIDA;49.475.833/0001-06;BIOLAB SANUS FARMAC_UTICA LTDA;20 MG COM CT 3 BL AL PLAS TRANS X 10;Regulado;6.33;Tarja Vermelha (*)
MONONITRATO DE ISOSSORBIDA;60.659.463/0029-92;ACH_ LABORAT_RIOS FARMAC_UTICOS S.A;20 MG COM CT BL AL PLAS TRANS X 20_;Regulado;5.34;Tarja Vermelha (*)
MONONITRATO DE ISOSSORBIDA;60.659.463/0029-92;ACH_ LABORAT_RIOS FARMAC_UTICOS S.A;20 MG COM CT BL AL PLAS TRANS X 30;Regulado;6.54;Tarja Vermelha (*)
MONONITRATO DE ISOSSORBIDA;60.659.463/0029-92;ACH_ LABORAT_RIOS FARMAC_UTICOS S.A;40 MG COM CT BL AL PLAS TRANS X 20_;Regulado;10.27;Sem Informa__es de tarja (*)
MONONITRATO DE ISOSSORBIDA;60.659.463/0029-92;ACH_ LABORAT_RIOS FARMAC_UTICOS S.A;40 MG COM CT BL AL PLAS TRANS X 30;Regulado;12.83;Venda Livre/Sem Tarja (*)
MONONITRATO DE ISOSSORBIDA;61.150.447/0001-31;LABORAT_RIOS BALDACCI LTDA;5 MG COM SUB LING CT 3 BL AL PLAS INC X 10;Regulado;10.18;Tarja Vermelha
MONONITRATO DE ISOSSORBIDA;61.150.447/0001-31;LABORAT_RIOS BALDACCI LTDA;50 MG CAP RETARD CT 2 BL AL PLAS INC X 15;Regulado;41.22;Tarja Vermelha
MONONITRATO DE ISOSSORBIDA;61.150.447/0001-31;LABORAT_RIOS BALDACCI LTDA;20 MG COM CT 2 BL AL PLAS INC X 15;Regulado;9.14;Tarja Vermelha
MONONITRATO DE ISOSSORBIDA;61.150.447/0001-31;LABORAT_RIOS BALDACCI LTDA;40 MG COM CT 2 BL AL PLAS INC X 15;Regulado;17.83;Tarja Vermelha
MONONITRATO DE ISOSSORBIDA;61.150.447/0001-31;LABORAT_RIOS BALDACCI LTDA;20 MG COM CT BL AL PLAS INC X 20;Regulado;7.89;Tarja Vermelha
MONONITRATO DE ISOSSORBIDA;49.475.833/0001-06;BIOLAB SANUS FARMAC_UTICA LTDA;20 MG COM CT 3 BL AL PLAS TRANS X 10;Regulado;9.73;Tarja Vermelha (*)
MONONITRATO DE ISOSSORBIDA;49.475.833/0001-06;BIOLAB SANUS FARMAC_UTICA LTDA;10 MG/ML SOL INJ CT 50 AMP VD AMB X 01 ML;Regulado;90.03;Tarja Vermelha
MONONITRATO DE ISOSSORBIDA;53.162.095/0001-06;BIOSINT_TICA FARMAC_UTICA LTDA;20 MG COM CT BL AL PLAS TRANS X 20_;Regulado;5.34;Tarja Vermelha
MONONITRATO DE ISOSSORBIDA;53.162.095/0001-06;BIOSINT_TICA FARMAC_UTICA LTDA;20 MG COM CT BL AL PLAS TRANS X 30;Regulado;6.54;Tarja Vermelha
MONONITRATO DE ISOSSORBIDA;53.162.095/0001-06;BIOSINT_TICA FARMAC_UTICA LTDA;40 MG COM CT BL AL PLAS TRANS X 20_;Regulado;10.27;Tarja Vermelha
MONONITRATO DE ISOSSORBIDA;53.162.095/0001-06;BIOSINT_TICA FARMAC_UTICA LTDA;40 MG COM CT BL AL PLAS TRANS X 30;Regulado;12.83;Tarja Vermelha
MONONITRATO DE ISOSSORBIDA;00.923.140/0001-31;EMS SIGMA PHARMA LTDA;20 MG COM CT BL AL PLAS TRANS X 30_;Regulado;8.35;Tarja Vermelha
MONONITRATO DE ISOSSORBIDA;05.254.971/0001-81;ZYDUS NIKKHO FARMAC_UTICA LTDA;20 MG COM CT BL AL PLAS PVC/PVDC TRANS X 30_;Regulado;5.5;Tarja Vermelha
MONONITRATO DE ISOSSORBIDA;05.254.971/0001-81;ZYDUS NIKKHO FARMAC_UTICA LTDA;40 MG COM CT BL AL PLAS PVC/PVDC TRANS X 20_;Regulado;10.27;Tarja Vermelha
MONONITRATO DE ISOSSORBIDA;05.254.971/0001-81;ZYDUS NIKKHO FARMAC_UTICA LTDA;20 MG COM CT BL AL PLAS PVC/PVDC TRANS X 100;Regulado;17.77;Venda Livre/Sem Tarja (*)
"MONONITRATO DE TIAMINA;CLORIDRATO DE PIRIDOXINA;CIANOCOBALAMINA;FOSFATO DE DEXAMETASONA";07.670.111/0001-54;ARESE PHARMA LTDA;5 MG + 100 MG + 100 MG + 0,5 MG COM REV CT BL AL PLAS TRANS X 8;Regulado;12.01;Tarja Preta (*)
"MONONITRATO DE TIAMINA;NICOTINAMIDA;PALMITATO DE RETINOL;ACETATO DE TOCOFEROL;RIBOFLAVINA;CLORIDRATO DE PIRIDOXINA;_CIDO ASC_RBICO;CIANOCOBALAMINA;FUMARATO FERROSO;CARBONATO DE C_LCIO;_CIDO F_LICO;_XIDO DE ZINCO;COLECALCIFEROL";18.459.628/0001-15;BAYER S.A.;CAP GEL MOLE CT BL AL PLAS INC X 14;Regulado;12.95;Tarja Vermelha
"MONONITRATO DE TIAMINA;NICOTINAMIDA;PANTOTENATO DE C_LCIO;RIBOFLAVINA;CLORIDRATO DE PIRIDOXINA";18.459.628/0001-15;BAYER S.A.;COM REV CT BL AL PLAS PVC PE PVDC TRANS X 100;Liberado;19.24;Sem Informa__es de tarja (*)
"MONONITRATO DE TIAMINA;NICOTINAMIDA;PANTOTENATO DE C_LCIO;RIBOFLAVINA;CLORIDRATO DE PIRIDOXINA";18.324.343/0001-77;BELFAR LTDA;COM REV CT BL AL PLAS INC X 50;Liberado;13.79;Venda Livre/Sem Tarja (*)
"MONONITRATO DE TIAMINA;NICOTINAMIDA;PANTOTENATO DE C_LCIO;RIBOFLAVINA;CLORIDRATO DE PIRIDOXINA";18.324.343/0001-77;BELFAR LTDA;COM REV CT FR PLAS AMB X 1000 (EMB HOSP);Liberado;137.88;Venda Livre/Sem Tarja (*)
"MONONITRATO DE TIAMINA;NICOTINAMIDA;PANTOTENATO DE C_LCIO;RIBOFLAVINA;CLORIDRATO DE PIRIDOXINA";18.324.343/0001-77;BELFAR LTDA;COM REV CT FR PLAS AMB X 50;Liberado;13.79;Tarja Vermelha (*)
"MONONITRATO DE TIAMINA;NICOTINAMIDA;PANTOTENATO DE C_LCIO;RIBOFLAVINA;CLORIDRATO DE PIRIDOXINA";18.324.343/0001-77;BELFAR LTDA;COM REV CT BL AL PLAS INC X 500 (EMB HOSP);Liberado;68.95;Venda Livre/Sem Tarja (*)
"MONONITRATO DE TIAMINA;NICOTINAMIDA;PANTOTENATO DE C_LCIO;RIBOFLAVINA;CLORIDRATO DE PIRIDOXINA";18.324.343/0001-77;BELFAR LTDA;COM REV CT FR PLAS AMB X 500 (EMB HOSP);Liberado;68.95;Venda Livre/Sem Tarja (*)
"MONONITRATO DE TIAMINA;NICOTINAMIDA;PANTOTENATO DE C_LCIO;RIBOFLAVINA;CLORIDRATO DE PIRIDOXINA";18.324.343/0001-77;BELFAR LTDA;COM REV CT BL AL PLAS INC X 1000 (EMB HOSP);Liberado;137.88;Sem Informa__es de tarja (*)
"MONONITRATO DE TIAMINA;NICOTINAMIDA;RIBOFLAVINA;CLORIDRATO DE PIRIDOXINA;PANTOTENATO DE CALCIO";44.734.671/0001-51;CRIST_LIA PRODUTOS QU_MICOS FARMAC_UTICOS LTDA.;DRG CX BL AL PLAS TRANS  X 200 (EMB HOSP);Regulado;53.68;Tarja Vermelha (*)
MONOSSULFIRAM;60.318.797/0001-00;ASTRAZENECA DO BRASIL LTDA;0,25 G/G SOL TOP  CT FR VD AMB X 100 ML;Regulado;14.01;Tarja Vermelha
MONOSSULFIRAM;60.318.797/0001-00;ASTRAZENECA DO BRASIL LTDA;4 G SAB CX 1 UND X 80 G;Regulado;9.02;Tarja Vermelha
MONTELUCASTE;45.987.013/0001-34;MERCK SHARP & DOHME FARMACEUTICA LTDA;5 MG COM MAST CT 3 BL AL PLAS INC X 10;Regulado;41.83;Tarja Vermelha
MONTELUCASTE;45.987.013/0001-34;MERCK SHARP & DOHME FARMACEUTICA LTDA;10 MG COM REV CT 3 BL AL PLAS INC X 10;Regulado;41.83;Tarja Vermelha
MONTELUCASTE;45.987.013/0001-34;MERCK SHARP & DOHME FARMACEUTICA LTDA;4 MG COM  MAST CT BL AL PLAS INC X 10;Regulado;28.12;Tarja Vermelha
MONTELUCASTE;45.987.013/0001-34;MERCK SHARP & DOHME FARMACEUTICA LTDA;4 MG COM MAST CT 3  BL AL PLAS INC X 10;Regulado;41.83;Tarja Vermelha
MONTELUCASTE;45.987.013/0001-34;MERCK SHARP & DOHME FARMACEUTICA LTDA;5 MG COM MAST CT BL AL PLAS INC X 10;Regulado;28.12;Tarja Vermelha
MONTELUCASTE;45.987.013/0001-34;MERCK SHARP & DOHME FARMACEUTICA LTDA;10 MG COM REV CT BL AL PLAS INC X 10;Regulado;28.12;Tarja Vermelha (*)
MONTELUCASTE;45.987.013/0001-34;MERCK SHARP & DOHME FARMACEUTICA LTDA;4 MG GRAN SOL CT 30 ENV AL/PLAS X 500 MG_;Regulado;131.69;Tarja Vermelha (*)
MONTELUCASTE;45.987.013/0001-34;MERCK SHARP & DOHME FARMACEUTICA LTDA;4 MG GRAN SOL CT 10 ENV AL/PLAS X 500 MG__;Regulado;43.83;Tarja Vermelha (*)
MONTELUCASTE DE S_DIO;03.485.572/0001-04;GEOLAB IND_STRIA FARMAC_UTICA S/A;10 MG COM REV CT BL AL/AL X 14;Regulado;25.61;Tarja Vermelha
MONTELUCASTE DE S_DIO;60.659.463/0029-92;ACH_ LABORAT_RIOS FARMAC_UTICOS S.A;4 MG GRAN CT 10 SACH X 350 MG_;Regulado;43.95;Tarja Vermelha
MONTELUCASTE DE S_DIO;60.659.463/0029-92;ACH_ LABORAT_RIOS FARMAC_UTICOS S.A;4 MG GRAN CT 30 SACH X 350 MG;Regulado;131.98;Tarja Vermelha
MONTELUCASTE DE S_DIO;05.254.971/0001-81;ZYDUS NIKKHO FARMAC_UTICA LTDA;10 MG COM REV CT BL AL AL X 30;Regulado;54.89;Tarja Vermelha (*)
MONTELUCASTE DE S_DIO;61.190.096/0001-92;EUROFARMA LABORAT_RIOS S.A.;4 MG COM MAST CT BL AL/AL X 30;Regulado;54.91;Tarja Vermelha (*)
